gene	Fibroblast	Fibroblast	Fibroblast	Fibroblast	Fibroblast	Fibroblast	Fibroblast	Fibroblast	Fibroblast	Fibroblast	Fibroblast	Fibroblast	Fibroblast	Fibroblast	Fibroblast	Fibroblast	Fibroblast	Fibroblast	Fibroblast	Fibroblast	Fibroblast	Fibroblast	Fibroblast	Fibroblast	Fibroblast
ENSG00000132792	30.465142069	45.294160643989	44.427833806	22.8033	30.63871	57.364161	32.27501	26.7857000237893	39.9904	22.3216790053236	28.03217	37.8801	30.2701	35.5042	25.4855	34.6641	23.11866	23.4964	26.9032	27.5073	48.3886	41.64036	42.7236	24.46464	34.61781
ENSG00000132793	10.36401	16.23427	14.1349	11.01963	8.285846	14.9438839	23.81151	9.901821	7.15519	8.17088	15.68108	34.3666	8.86348	15.10728	13.29961	9.71613	15.40266	11.85023	14.15411	13.98855	10.89275694	9.69476	7.84823	7.1312900027801	19.64775
ENSG00000132801	3.01148	3.69527	4.49666	4.59115	0	2.36621	0	4.21153	0.216716	0	0	3.61698	1.76614	0	2.00294	0	0	0	0	1.05672	7.83447	2.11377	1.75975	7.22042	1.0726
ENSG00000132819	0	0	2.15455	0	0	2.22961	0	0	1.304094	0.558386	0	0	0	1.09142	0	0	0	0	0.344909	0	0	0	0.689041	0	0.348231
ENSG00000132823	17.8613	21.1205	26.7757	15.5688	18.66031	26.33412	36.9311	37.2042	35.0022	25.08129	36.3476	20.2843	22.4399	40.2859	49.5318	48.7781	29.0868	28.0139	61.7373	29.8163	66.9794	51.55767	37.1861	50.7324	29.4351
ENSG00000132824	135.1675	120.30929	113.5804	84.7032	136.50323	115.03645	84.0942	125.7484	136.8759099	130.201	125.7586	148.62633	154.42976	146.9977	137.8505	152.3515	158.0141	135.0158	204.9838	178.9588	225.0838	214.7934	182.7039	187.7858	300.56663
ENSG00000132825	1.19448	0.654159	0.176426	0.566648	0	0	0.512048	0	0.968597	0.318992	1.08741	0	0.477153	1.99945	0	0	0.145447	0	0.490983	1.01009	0	1.68707	0.65394	0	2.10151
ENSG00000132837	9.69431	16.040807	9.46179	17.76222242	6.62849	6.85605	3.37559	6.64461	8.99965	2.740555	34.16475	46.2304	16.032656	8.611604	18.709222	15.13772	2.516244	13.702538	19.78559	35.71446	9.644528	6.161529	7.710402	2.81636	9.82701
ENSG00000132840	16.93326	7.10607	9.6259238	6.13833	22.736409	15.18772	15.40275	21.20782	12.99283283	4.079888	23.47934	10.72098	13.31576	12.35763	24.281233	17.25786	8.915872	14.04896	20.58421	13.27237	5.717029	3.29228	2.70362	12.975199482986	34.24007
ENSG00000132842	19.79338	25.60051	18.3488	38.66403	21.959205	19.58426	32.50038	41.870721	36.66346	24.837468	31.41285	26.120034	21.88198647	11.751823	22.919976	19.246795	13.335752	31.035842	21.82788	17.883837	47.3865	29.90214	43.831747	48.943347	40.607339
ENSG00000132846	0.509327	0.228232	0.10062	0.0915403	0	0.722034	0.118865	0	0.186326	0	0.342708	0.544997	0.54416	1.06755	0.311802	1.65197	1.57831	2.57489	2.11038	1.67401	0.0774639	0.320141	0.232053	0	4.0634
ENSG00000132849	0.97169442602909	7.907569	9.678632	3.92879	7.650616	1.734209	4.54974900131014	2.850923	3.89727009850142	7.38798000123712	0.473959	9.95696	5.5609089	11.504689	13.892207	17.350471	12.265139	7.24929370433514	10.704168	8.649842	13.105669	18.1639271027095	6.30627	4.097609	37.109242
ENSG00000132855	0	0.69491	0	0	0	0	0	0	0	0	0	0	0	0	0	0.240574	0.193035	0	0	0	0	0	0.95129	0	0.661978
ENSG00000132872	0	0	0	0	0.0978253	0	0	0	0	0	0.898717	0	0	3.173481	0	0	0	0	0	0.820819	0	0	0	10.60803	0
ENSG00000132874	0.657524	0.578899	0	0.704756	0.800039	0.341165	0.525809	0.701605	0.334229	0.699161	0.818501	2.96418	1.18564	0.956428	1.05233	0.272502	1.759676	0.329786	0.426727	0.563977	0.392192	1.08438	0.508944	0.149723	6.34279
ENSG00000132879	12.85298020296	11.076406	13.085185	7.42532	8.00122	3.200704	11.468012	10.77884490405	9.578805	9.79514	6.171957	46.45598	9.380965617	24.38834	12.494124	6.85478	13.01839	15.272931	8.701540356449	7.476850378	9.51038	6.369233	7.171071	1.542653	21.56139
ENSG00000132881	0	0.347975	0	0	0	0	0	0	0	0	0	2.92112	0	0	4.13916	5.30979	0	0	0.52339	0	3.65316	0.59285	1.04553	0	0
ENSG00000132906	16.457432	10.721696069	13.7730563	8.9014905	1.68941	1.273657	6.49472	29.852665	9.165292	12.52196989	19.886517	12.433062	11.4577091	11.475317	11.8594900896357	5.693539	14.2464486517	21.22558986	3.404355	4.400684	11.588115	4.7396008	13.1879400190854	7.195427	37.75955
ENSG00000132911	5.730757	0	0	0	2.11184	3.61952	8.70138	2.17871	0	3.224817	2.30926	7.15243	0.223801	0	0	8.20185	0	0	3.65814	2.07832	0	2.38522	0	0	0
ENSG00000132912	35.1086108	77.61875	54.2491427	42.34329	39.96311	40.28261	35.1691	58.23465	89.633222336	53.754228	35.0633815539	104.4257	35.04989	44.52695	58.4731	28.256095	32.08591	53.622620481694	61.431988	58.670481617	41.49279	49.25213	45.58947	67.15385624	79.598689
ENSG00000132915	0.796502	0.632585	0.418179	0.299327	0.484593	0.39107094	0.682785	1.004226	0.874988	0.48809	0.772216	0.74887	0.68563	1.67265	1.201542	0.157202	1.02555	0.538048	0.434452	0.876644	1.24641	0.218023	0.221679	0.357822	0.884156
ENSG00000132932	0.053796	0	0	0.0497312	0.0402785	0.176152	0	0	0	0	0	0.165636	0.398902	0	0.452306	0.2020947	0	0	0	0	0	0	0	0	0
ENSG00000132938	62.39617	22.00452	39.87378	32.0893000058096	12.876318	0	0	43.76344	7.929372	17.10233	53.50631	0.289307	0	0.0629828	34.03006	14.61151	10.092275	43.85603	0.0493143	0	14.970952	3.729175	3.07901	26.63396	0
ENSG00000132950	1.90370711	7.145422	6.2893901	6.770935	10.7115900557396	11.77995	14.403048530969	9.479443	18.72964	5.1212	10.289947	17.67451536	12.75004	11.526493	7.021033	12.29392	6.87114	8.15797384	9.513466	12.092087	2.7382	12.54129	6.713284939	15.840173	24.55313
ENSG00000132952	5.66091	13.46255	8.02961	3.65784	36.62645	16.934506	8.016448	11.51464	13.8331	14.88993	9.64645	16.4696	19.024902	17.63828	3.816014	8.25661	10.886154	11.209011	15.88078	7.99986	6.18455	17.86618	8.397038	8.76586	9.77514
ENSG00000132953	7.1916422	6.9397007024	5.3061645	5.1308908	5.18391	2.6133558	2.6595	3.1096679	3.2717835	4.05779	1.42488829	12.7205226	3.21697	3.0689457	7.2483029	7.46833	10.7845100005467	6.9144446	2.88870116	8.83226000083679	4.6634238	5.795477	8.10222	8.95043	8.7548649
ENSG00000132958	0	0	0	0	0	0.239604	0	0	0	0	0	0	0	0.974337	0.357731	0	0	0	0.362071	1.20285	0	0	0.321081	0	0
ENSG00000132963	51.1792	57.936	48.19948	43.59091	38.82	39.2183	39.15899	43.6495	69.614	91.94791	44.8745	32.99306	58.4591	55.8038	62.62873	60.5279	83.7184	54.26401	34.4373	49.53007	51.7487	96.22425	50.0675	43.1332	38.2294
ENSG00000132964	2.288337443	6.4925860791	0.4290564009	0	5.898960899	5.58367723	8.0101476334	0	3.61672	1.43343	2.18831	1.911363	0.5396063232	4.47654	0	2.034819377	0	0	1.09372	4.0516	0.263697	1.507219388654	0	0	11.004367977
ENSG00000132965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.784278	0	0	10.9807	0	3.57731	1.4277	0	0
ENSG00000132967	34.9733	92.71716	84.9413	68.6129	130.8341	105.13344	74.7042	98.76442	90.0825	70.51961	75.33133	99.254	99.4006	70.908	66.7262	102.5996	105.9235	40.3603	114.2375	99.13	115.65966	148.0894	73.59566	103.5094	105.3424
ENSG00000132970	0.443805485	0.582962909	0.524867007	0.9027493998	1.91196526	1.886095417	0.2284456533	0.0862370428	4.22338584	0.831421566	2.486176	2.28224	4.43404	2.32489	0	0	2.9163468624	0.0946143171	0.5840984871	0.249915255	0.405598364	0.923003608	1.165575621	3.74915938	6.18334
ENSG00000132972	0	0	0.484156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.244289	0	1.822597	0	0
ENSG00000133019	0.122777	0.0679336	0	0	0	0.0860246	0.0421881	0	4.56106	0	0.0986952	0.0782461	0.0996491	0.107509	0.114259	0.0772622	1.210486	0.0515618	1.432873	0	0	0.454842	0.47298471	0	0.0894247
ENSG00000133026	5.4321451477	15.59802068	7.3670152809	24.460340950491	17.84366	19.9936353194	24.533062663	11.13733603158	16.85029522613	3.776468	14.3407523	48.0429017	18.5553280571647	20.2816904	10.2788560331	36.831939	6.59992451015	3.6235610083	12.6301571	8.2082639	20.47362652128	25.6657400331553	5.733587571522	0.993463905196	7.70777230367901
ENSG00000133027	28.01362	38.6293618082	52.6428	41.5404	37.1738627	45.9548650832	26.01846	41.1348	53.3190458426	46.076	46.5661051	60.03583	33.996966	42.97204	49.18594	100.4749	86.7442	53.1277	58.66235	53.70304215343	46.580538	72.7481	105.418023442048	69.27460713698	48.670693896
ENSG00000133028	9.976016	7.661869	7.484446	12.771048	16.43005	21.279121	2.858391	22.009644	22.47137	8.67022	6.021859	28.0771	17.614529	12.78863	31.251379	29.24727	18.862269	20.57752	15.03326	16.19322	27.81701	19.51701	20.966177	36.40489	4.508271
ENSG00000133030	42.434974	74.10903	76.17322	84.097585	85.61569262	19.456634	116.48272	91.676056	62.12426	120.000129	83.217604	172.75131	64.307666	48.574412	30.654109	19.58963	61.975181249	98.985635	59.262601	87.376428	71.3143	103.394745	65.487229	69.5871	44.84698
ENSG00000133048	361.81835	3299.9982	933.9264156142	42.05317	2148.66691	3441.6302	1828.0558	774.16087	2390.24063	782.75453	292.01756	1839.01528	4981.40962	2287.35464	243.991196	714.10999	335.24035	144.44096	876.31189	359.66026	143.86075	358.91636	501.314161	104.986	1017.6796
ENSG00000133055	0.672045	0.29472	2.7557	0	0	0	0	1.30783	0.361191	0	0.273168	0	1.31773	0	0.305779	0	0	1.1528	0	0	9.6876	2.5162	2.36031	7.35671	0
ENSG00000133056	0.92872	0.99684	1.25808	5.884053	0.37685	0.0468943	1.413873	0.221051	1.42319	1.9374088257215	0.413053	10.34883	5.799271	0.715406	0	1.0943262	5.57069	0.427655	0.332767	1.921164	3.553607	2.786176	0.691145	0	2.528224
ENSG00000133059	4.1454	4.416162	3.5157200365554	2.56581	8.11841	6.533786	3.33522000939743	5.3439141	5.6634208	8.9190100157453	4.280723	9.1519100676894	2.8584	6.69941	11.1719834944	9.0324900383292	2.00922	6.451690111992	7.34694	8.0048200072685	6.4861420325632	5.177856811	3.02362000159512	6.1159700394097	11.180430046298
ENSG00000133063	0	0.0829438	0	0	0.285762298	3.00318	0	0.0746896	0	0	0.30973643	0	0	0	0	0	0	0	0	2.09586	0.342070648	0	0	0	1.33337
ENSG00000133065	3.699216	13.282479	3.88804	5.66163	7.311082	8.67064	3.629817	4.964088	8.06606	3.51428	8.10024	11.834874	3.052965	7.208817	5.82889	12.7098	1.75551	7.95254	6.075048	6.120369	5.859	10.49648	6.6848	13.534676	8.0566381
ENSG00000133069	2.299981	0	0.246384	2.66626	0	0	0	2.325969	0.31281	0	4.077083	0.269096	1.00345	0	0.948369	0	0	1.608456	0	0	0	0	0	1.08011	0
ENSG00000133083	3.02199	12.02251209522	9.868107	5.21729	37.32669	23.33168	40.68664	12.617765	16.222503	21.611349	10.6071176	70.297688	42.618	26.06637	5.424181	31.684475	21.54839	14.355666	45.80175	37.595827675	3.51981	13.79808	3.665463	11.7836	33.87908
ENSG00000133103	42.8511910592078	52.91409	41.243424612	39.654151	10.461274	12.298714	2.4938242	32.82072	16.517801885	20.767846	10.2212	24.69852	19.552402	28.783798	41.540677	31.05806	28.8873459	60.646798	20.53691	25.820136	38.8548880188315	25.699565161	80.132621	72.154923	43.94909953
ENSG00000133104	24.61323499	6.77634883	20.195598	19.067579603	19.100609	29.94516176071	43.25420319	21.35549241936	36.2907517627299	33.5541614058464	19.96981	24.581227997	25.15389958317	32.333934	28.655463	56.94411	32.480206	26.61231	41.68128	37.30673	31.134	30.458216	26.75098	5.723564664	76.95963
ENSG00000133106	11.529840136213	20.23159	9.13823	5.8794680128237	10.36521	17.95328	8.119856	24.864239	48.10277	15.410476	7.62912011603	17.85118	23.967698	14.021709	21.89451	33.15366	5.8467	10.16132	30.656654	23.02721	0	7.22391498801	7.57220000902128	0	0
ENSG00000133110	14.626824	118.223776	17.150050598657	1.03868500941349	23.57224	79.5329	18.19352	7.68952620231	796.87292	32.39900918	0	0	54.40131	2.69808000543287	1.46263	896.799949	133.86511179	6.118261	120.11773786	17.41014	498.505261	3637.07605	3207.46186	122.64076	179.520632
ENSG00000133111	0	1.73534	0	0	1.485192183	0.324118	0	0	1.33349	1.31948	1.633402	0	0	0	0.674	0.299934	0.240899	1.27025	0.325874	0	0	1.30061	0.217006	0	2.14113
ENSG00000133112	2248.2152945	2692.61158	1692.57653713771	1912.8024	3073.0975085	3588.4340103468	2356.2354551627	2498.45381	2886.19162	1870.33904	2312.715852	3788.21379	3069.13791265	2774.719579	2384.361591	2466.9073661	1500.474456	1835.77644	2673.040713856	2232.7534162	2272.211199802	2571.3911881	2156.0986459232	1560.2337229461	2156.5627700149
ENSG00000133114	57.109369	39.477342	46.49429	45.885658	47.228989	35.04947	66.343505	59.29637	22.562757	56.67622	90.001257	77.745827	33.24738	44.293621	69.3954	69.761695	46.378412	61.829167	86.16123	61.717840204083	79.278421	49.472642	52.989942	58.220046	37.477721
ENSG00000133116	3.58103	1.49437	0.250482	0	1.7893	0	0	0	0	0.182097	3.175445	0	0	0	3.24542	1.44978	1.16266	1.622960131778	0.625759	0	0.0964912	0.31917	1.344703	0	0
ENSG00000133119	0.943875	2.68915	2.77717	0	1.276866	7.533902	0	4.81089	3.164992	1.8079	1.2704768	22.95126	3.21029	1.40916	0	3.07718	3.21657	1.09612	3.78122	8.03073	4.916	7.4449	3.10386	3.7919	7.44323
ENSG00000133121	41.01314	61.955926	40.6239701151537	23.70316	40.66511	33.803709	78.91699	47.937199	67.31473	84.355857	77.240547	36.64389	33.98992	75.2852	63.442655	64.82624	27.42437	70.14184	49.982841	29.39117	50.68954	62.234567	77.072521	61.61526	32.96698
ENSG00000133131	209.69682	177.71677	186.23896562	218.47043	162.51662	132.12614	188.37131	178.9803	161.84181	175.671926	180.15857	297.116516	167.51862	171.7423	162.9437	130.092322005	162.28264	179.15299	168.70262	176.713	176.431920009082	138.49917	140.28978	150.1180636014	291.636898
ENSG00000133134	0	0	0	0	0	0	0	0	0	0	3.74794	0	0	0	3.0009	2.92083	0	0	0	0	0	0	0	0	0
ENSG00000133138	70.21496	88.87471	76.873045	81.226	55.02077	46.553772	90.429037	61.17359	50.97631	58.05685	62.840179	126.809072	57.744138	80.18829	57.370502	50.0952400893207	57.641838	60.613448	56.73329	59.91497	57.986262	50.865337442	50.354341	55.14897	106.26766
ENSG00000133142	50.15475	70.4288479083	44.48358104	56.68579	75.629094	76.203944	76.02684	75.770678	81.75182	58.38987	54.09752	49.50537	53.76877	72.18321	95.13736	57.07846	70.4834	55.89115	85.51767	57.6154991832	115.94521	106.10717	73.895654	81.0672	37.9871
ENSG00000133193	25.64965801631	27.33035	18.56084	16.82465	20.7279	33.22036	10.70661	25.42226	50.6072	9.48293381056	18.35018	25.81591	14.76599	2.585605	13.91299	27.93081	41.1290656	16.10556	17.39542	19.56625	35.7203	23.1238	44.91905	37.07892	30.24797
ENSG00000133195	19.49355923	40.67451250246	42.57293	0.372663715	27.43635	29.54961	23.2385417	25.0264088	11.6980972	15.5213495	3.71556608	9.88089685	14.758336146	18.464498	27.926262595	21.6114286	19.5586	32.85772	25.8410443	18.6246087	10.1953721	23.2850697	23.89685936	62.29436587	26.42762
ENSG00000133216	0.144429	1.84327107283	0.4108241	0	5.990078	0.76008	6.352282	0.6858687	9.163401	2.0188247	2.56831	16.525638	5.883241	4.750548	1.9166161	7.212364483	5.389318	5.963615	12.300386	11.405101	0.536037	2.395369	2.016688	2.299816	4.565853
ENSG00000133226	68.57929	71.792758392	63.952982	105.8801394	75.11833	53.7703200580293	78.00145813	64.706566	60.89308	81.870053	65.605042	92.47590271	63.306452906	77.32782063	60.69535379659	46.52303	53.069057	72.06429	92.615482	77.2416073286	96.491239879	109.9235937	93.11903424	68.70418	133.84048
ENSG00000133243	15.87102	4.294621	14.4447514	10.17906	5.219015	12.8511090436501	3.22733	11.34053541188	15.269947	15.46834	8.934312	16.98679	20.4411709	9.36592	4.646223	6.206841	6.676324	13.8105976393	17.082096	7.47384	29.50564	10.13711	18.87466	16.26728	17.721176
ENSG00000133246	0.669869	0.363615	5.13924	0	0.991367	0.155178	0.580108	1.33342	0	1.88809	0.731372	1.31079	0.45066	1.323345	3.055406	2.08232	4.703421	0.199882	0.383431	0.536991	3.32816	2.189581	0.859744	3.30701	0.819025
ENSG00000133247	0.285162	0	0	0.305872	0	0	0	0	0	0	0.400615	0	0	0	0.345922	0	0	0.244242	0	0	0	0.213879	3.5535	0	0.198667
ENSG00000133250	0.369268	0.830464	0.469307	0.530476	0.806584	19.262033	0.857066	1.98403	2.63642	2.614125	6.333807	1.6320983	2.045269	0.0205951	3.70761	0	1.088266	2.7503	0.370187	8.947338	0.594088	5.11177	2.22715	0	5.594525
ENSG00000133256	0.1832300135264	0	1.5213	0	0	0.16188100264947	0.469296	0.4643860219958	0.436765023519	0.19404300476636	0.334339015876	0.12519400968107	0	0.2449	1.11725800629584	0.2392210101075	0	0.3085560411452	0.712523	1.9134400680878	0.608285	0.509414	0	0	0
ENSG00000133265	6.98919	7.958193	11.45825	13.68101	11.560172	15.04296	9.5649	6.20973793	5.601149	6.688182	6.32132	6.01018	3.5122	2.90058	11.74866	9.29543	20.1109	5.49071	13.22721642	4.384757	0.769816	4.35415	5.66163	0.43361	4.863200314473
ENSG00000133275	2.20976	9.689778	0	7.6412201	11.648801	0	0	14.22506	3.12777	1.11822	4.873867	0	0.86354	1.440836	6.061033	14.51725	0	5.372459	0.998595	0.555778	0	1.089315	1.950199	15.07595	2.27162
ENSG00000133302	1.93334	4.07871	11.828069	8.8163487	0.473865	1.2898287	9.304642	3.962085	5.529497	6.782066	3.094136	15.6136436	15.413626	1.55507	5.4255849	0.756093	1.196205	4.723427	6.777671	6.21931	4.1063679	4.609951	6.195165	0	4.49163
ENSG00000133313	78.3340199738	56.694805	37.0488320101	37.163885	64.772167	46.434647	44.032033	50.07806007	51.744895	43.545884	28.695727	48.997442	53.9574191489	55.085163	45.7872046579	50.136199	46.910681809384	25.31387349	53.7803673	42.610218	42.096265	38.7010748519	38.490068	39.97809	38.8617708
ENSG00000133315	3.80368	25.18714	0	0	9.98235	9.85534	11.28168	1.521304	0	10.070819	0	11.29346	0.43748	18.689155	0.791057	0	0	1.41587	4.31076	4.85064	0	0	0	6.686301	5.525965
ENSG00000133316	44.14183434126	37.050656	46.695369	30.8947169	34.4340443	81.570238	28.81222	71.40996	60.96528	48.96157	21.37567	79.87724	88.3383971	67.164855	45.49641008	45.63403	38.93141	44.13333	47.471795	50.42534	52.34541386	82.51699	40.92976	28.86072	89.1613
ENSG00000133317	0	2.30205	0	0	0	0	0.24931	0	0	0	0	9.10387603	0	0.277138	0	0.402654	0.324469	0	0	0	0	0	0	0	0.22266
ENSG00000133318	114.02496	91.784543	90.07293	89.4364	117.45085	71.68557	60.63455	93.5683809278	82.414761	66.74928	100.720547	97.3601	85.2171686338	105.0425	130.744235	128.28534	137.81762	128.699	125.565	150.05526	106.6157	116.66029	147.85287	150.36379	86.6272160714
ENSG00000133321	93.4751	94.90526	27.4367	39.3024	175.7596	193.2062	155.307	180.3674	157.9211	133.3464	78.8467	191.7434	341.09736	216.308949	176.3021	126.01196	77.1813	76.8573	200.62156	163.17511	0	13.9731	3.62543	0	85.97199
ENSG00000133392	9.3354494752009	4.507282	3.581915	6.321896	5.639908	1.33988226520484	5.17900900727375	4.263791	2.957205	0.819536	6.886057	10.2064157458962	11.4128385695441	12.9165236917676	3.3698291773992	3.5660672673849	2.9319659	3.544444	3.6678045723483	4.5591992363258	6.621035580885	4.0649907915706	6.9811819	1.540829	6.363596998237
ENSG00000133393	15.24814	25.70771	14.50586	13.73053	12.012569	31.09402	19.163400031113	11.18597	26.73909	11.42506	10.49674	18.162127765	21.697635	23.024613497	35.45282	18.97231	44.39482946	17.35554	8.2665099	39.82027936914	19.1453	19.90566074	19.72387	18.91581	25.264611721396
ENSG00000133398	31.23998	44.9302	41.32182	30.7487	24.12865	46.0054	36.59217	38.52445	49.59888	31.04963	39.17929	59.6636	71.69051	66.9309	36.20737	63.30922	53.97245	38.81587	68.97852	44.23603	80.20092	88.9596	69.23722	79.6947	77.09925
ENSG00000133401	0.311875	2.9426215	4.3223567	3.40106	39.49561	7.227489	2.986981	2.106862	1.485109	4.26984	0.521323	10.581542	2.208437	5.47696	9.353972	3.60267	14.370215	4.542091	7.428091	11.053696	5.647663	4.29962	5.057702	18.0731624	16.5028751361164
ENSG00000133422	8.92977	13.232924988	7.456868	11.44111	2.584755	8.78428	6.90085	4.08975	1.16453	10.669698	11.18718	7.2981	7.845881	16.74763	8.47168	4.945367	4.9185	1.72974	4.54611	4.718317	5.42464	4.57104	5.31303	1.45344	7.32506
ENSG00000133424	4.291245	2.944884	4.200899	2.257793	30.141307	8.208921	8.352871	17.64468	9.0506129456	6.63025	9.249953	0.98433	6.57752	6.457107	7.759446	9.4007259	13.9666719276974	5.801583	7.15532	16.62029	2.52499	2.381977	15.653499	10.49077861	11.361431
ENSG00000133433	4.84369	18.3436	8.52754	12.3378	11.2593	2.01634	3.188611	17.2807	17.6337	9.11836	21.6207	0	11.0804	5.5646	54.6284	43.5287	25.8274	45.65090026685	35.67437	26.10109	10.63133	3.64752	3.78873	9.24448	0.398701
ENSG00000133460	13.6081662764676	3.044056450067	14.652847	6.66622200247611	0.741275132264	23.360457	8.603228	7.689538	4.3837570727385	7.216867	19.10735	14.6156129489671	8.583634	2.286049	19.078756	3.926427	9.145724	13.279859	6.839344	19.228631	9.69092	1.862324283164	20.257495	8.3987	2.136533
ENSG00000133466	7.71565	17.928065	4.706199	6.820622	4.463606	19.902136	16.170338	9.106529	40.635248	11.172956	10.586497	11.028881	14.303651	9.502892	6.025066	56.513637	31.967752	3.718132	28.25562	9.507008	12.670152	29.504488	34.643122	0.800265	35.12475
ENSG00000133477	0.272111	0.167919	0.0946724	0.344081	0.233204	0.0357091	0.241226	0.335479	0.193495	0.285639	0.234468	0.583312	0.301353	0.154402	0.283762	0.150929	0.155313	0.308277	0.371965	0.484579	0.403988	0.203287	0.1468	0.0424828	0.396958
ENSG00000133488	0	0	0.490719957	0	0.3878	0	0	0.290322	0.291252	0.510949	0	0	0.244545	0.378491	0	0	0.67305	0.916881	0.651711	0	0.516953	0.484484	0.271248	0	0.529143
ENSG00000133519	0.702889	0.309408	0.352593	0.539757	1.89155	0.191054	0.73276752	0	0.658132	0.948082	0.256195	0.890288	0.610003	1.58612	0.787081	0.784461	1.16395	1.09474	0.549154	0.858314	0.276488	0.219327	0.692864	0.332938	0.238891
ENSG00000133561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.30901	0	0	0	0	0
ENSG00000133574	0	0	0	0	0	0	0	2.122289	0	0	0	0	0	0	0	1.041903	0	0	1.6689	0	0	0	0	0	0
ENSG00000133597	1.504241	1.330399	2.59434	0	2.516661	10.61183	10.209555	0	3.638724	5.863902	6.715475	0.536486	4.25619	5.54848	3.193466	2.3162	5.5159	17.66246	12.716254	6.531106	24.275945	2.779368	1.605273	0	10.19087
ENSG00000133606	19.74582	13.74271	5.586815	11.94543	30.2193094	27.25753	18.727021	17.48230307	18.0295033235	13.9567	16.65947	19.73485391216	16.966414	18.170643	22.2511253442	13.68693	29.50265	17.802357	21.015943087	12.93681	20.7376	15.29812	17.977691	12.58977	18.4228
ENSG00000133612	39.383437	26.322639	26.532943	41.96079	0.527558	17.34147	23.65752	27.044626	22.005896	18.18571	18.09097	20.62335	7.153677	11.136752	27.202746	29.038332	24.080822	23.865964	40.1745151	41.595570943	6.95919	13.222536	20.775676	3.143229	26.590943
ENSG00000133619	0.143599	0.27795735	3.82118	1.451996423	2.0205819	1.130035	0	0	0	5.0939	1.41206376	0	3.26612	3.99474	11.683813	0.19268863	1.96649161	1.4891569	0.834589	7.600866	0	11.2557396	5.817464	7.32956	6.252388
ENSG00000133624	3.884593	15.72298	20.332198	6.597923	2.58262	12.144458	10.35698	4.07953	9.53751	10.5038	13.26365	5.53921	0.9144542	0.775163	12.539947	16.216203	11.19956	18.95983	21.496051	2.46103	3.34533	0.836696	4.325912	21.0650315	2.29166
ENSG00000133627	1.065432	0.266469	0.40586	0	0.118907	2.2847733495	0.150446	3.054567	0.158417	10.174573	1.36063	0.888975	1.213605	0.8853472	1.00407	0.328918	0.228368	0.990235	0	2.473142	5.433851	1.055865	0.416203	0.568583	0.644407
ENSG00000133639	8.60914	9.57436	4.78326	7.67756	17.1947	17.05655	5.53546	8.56937	17.85992	18.03374	13.4129	28.2303	7.89252	29.13783	6.88999	22.78965	12.1782	17.21606	11.49815	4.91237	7.2355	5.65563	15.37407	9.99093	21.89449
ENSG00000133640	0	0	0.418724	1.06495	0.271623	0	0.6362834	0.707798	1.87972	0	0	0.347334	0	2.286253	1.45193	0.441417	0.330629	0	0	0	0.435123	0.445397	0	0.394928	0.3313382
ENSG00000133641	12.77135	17.015199477573	5.917176	28.292874	10.426373	15.3996	3.164514	13.6326957205133	26.053736	15.54179	18.610118	17.0197183	20.181814	23.712055	25.83022	17.001567	14.277610003136	21.44876694273	12.326546867	23.406962	36.493530605	18.54478	37.78812	15.880738	21.76703
ENSG00000133657	5.477858	1.778939	3.218121	2.265999	1.086647	5.438834	2.9194239106856	9.282879	9.027108	7.946004	8.901095	4.359024	10.381072	5.60989	19.71004983	17.7500482	8.378002	10.3083	14.43595	10.597673	5.14804	4.601706	4.6029174	12.709103	5.21357400052475
ENSG00000133661	0	0	0	0	0	0	6.340007	0	0	0	0	0	1.21119	0	0	1.81348	0	0	0	0	0	0.968075	2.372169	0	0
ENSG00000133665	0	0.776358	0.832932	0.7453789636	0.2666947899	0	0.543947	0.671225	0	1.1284766536	0.5651269825	1.17427	0	0.490666	0.313436	0	0.36556	1.055369166	0.743071	0.32789	1.251474702	0.372732	0	0.3885790297	1.34122
ENSG00000133678	10.03941	29.93290746373	28.66254735506	15.494	31.4870719407354	2.277294	7.04769	11.812	19.14103080549	17.28124	19.66447	4.79529	17.95045467	18.6428	24.66580240961	18.938640432	22.511	34.72068	24.52011	28.0490479	22.998980010934	6.8502646	22.49065	5.33644	6.59253
ENSG00000133687	15.227078	14.656459	8.903415	10.448384	14.64714	5.0199211323	5.54600151	20.3760721439	10.16704	19.75024561837	27.49789	20.06153	8.3728949	13.47213	7.9795	3.459246	9.761937	9.21222077	4.500699	2.06736	2.29164	3.553345	1.672981	2.692778	21.42157
ENSG00000133703	6.53455	6.84478	2.64498	6.48539	2.29104	2.851801	6.371784	4.201613	2.0818361	7.469702	3.028802	1.072028	4.63617	4.520601	3.388917	3.911591	8.23347	6.647815	3.68764075	4.54811	13.55891	3.24164	2.951762	2.21748	2.864795
ENSG00000133704	21.387325	11.16966	25.2503	7.378687	12.45081	3.9894213376	5.041043	6.98890405929	14.145092	11.49477	9.300945	30.46796	14.28033	28.330052	28.9660044	7.67088	14.10894	19.26852	26.02464	20.8682111	7.72357	14.38428	18.268551	37.58065	31.28906
