gene	Fibroblast	Fibroblast	Fibroblast	Fibroblast	Fibroblast	Fibroblast	Fibroblast	Fibroblast	Fibroblast	Fibroblast	Fibroblast	Fibroblast	Fibroblast	Fibroblast	Fibroblast	Fibroblast	Fibroblast	Fibroblast	Fibroblast	Fibroblast	Fibroblast	Fibroblast	Fibroblast	Fibroblast	Fibroblast
ENSG00000108582	9.370242	14.479132	18.488959	5.4477	10.13872	14.269398	19.316127	10.347131	4.92388	6.57223	5.04319	7.686546	6.980744911	9.83316	7.00271	18.35662	8.12321	15.002604	15.423377	26.021263	7.129603	7.913723	8.425077	9.62612	41.30031
ENSG00000108587	40.45243	32.767465	41.4615	59.418271	27.51368219466	23.474058	35.751682	37.62407	35.642108878	35.225864	23.874718	39.177337	38.91928	75.914063	32.922673787	40.3075900822582	36.574955	33.42382	56.747149	47.65298	71.43098	41.824139	45.0605782	32.48207	22.029015
ENSG00000108588	13.75405	28.96665	20.70973	34.09113	23.6331600187289	26.0830828	19.1016800243512	38.20665	30.129626	25.24020545	36.96653	27.2564	33.36566	36.75118	30.377275	43.61478	30.85529258441	28.79884	41.36882	55.25571	32.360818	36.53927415	49.837294	71.9833	41.246361
ENSG00000108590	32.654392	11.64494	10.1229	10.6585	11.09151	9.88094	8.14029	20.38533	15.43426	11.66505	14.57153	0	30.47578	9.25959	19.397729	18.68061	25.68235	7.739083	7.938139	27.14326	7.60902	15.24319	9.67813	8.44582	7.60414
ENSG00000108591	31.952768	53.774627995	28.356734	52.16707203	48.394361233631	27.3253550222513	16.429615	29.685733535184	26.839378	21.37440214145	34.25013090565	28.06085	49.022111718176	26.986973145	35.223963706	39.38986793	32.20926222	47.7039953182	58.957044	31.73752	40.102756	45.869263	49.92159	10.670622	55.601844
ENSG00000108592	31.46777	22.4868900239551	5.526599	9.01016	8.335914	41.27308	8.2075	20.91457	38.30634	7.4956	19.31673	3.331231	39.6662258	15.97056	22.84134	21.20504	10.32847	13.483897	22.24461009936	15.43027	12.8089180019	17.255274	25.33936	24.65992	9.90457
ENSG00000108599	20.129131	9.23472	17.13295	15.177152	1.605429	14.29509671736	22.845626	9.044218	17.066837	24.388285	18.39728	19.02469	11.360475	10.420529	35.28541	16.20358	44.172034	16.57096	29.0187	10.73176	17.354674	27.726811	21.2544081	28.9092	48.758247
ENSG00000108602	0	0	0	0	0	0	14.626739	0	1.06205	0	0	0	0	0	1.866747	0	0	0	0	3.21548	0	0	0	0	0
ENSG00000108604	10.9285	14.57469	7.982467	4.43916	4.55329	11.9294	9.636463	13.961789	5.75973	6.992357	6.687304	28.97755	22.08862	39.79406	7.684806	8.2700541	11.4342	9.31768	9.82774	23.8037121	7.47645	17.220598	12.9919	17.94846	27.65230254534
ENSG00000108622	50.984280019831	67.46471	52.32911	55.4255	86.55731523	18.0981641	24.039656	54.39113	8.656376	19.4668377	45.70607	33.0501030970649	12.290327758146	15.687509	64.3401600068301	18.18233	15.7547531823	57.53647	15.81748	15.77149	14.43913	5.99623202034	8.48703	21.2419	8.7562
ENSG00000108639	26.492038	7.90151	10.1312	10.91381	0.441242	0	0	33.43013	9.50919	11.233991	61.63638	0.412185	7.53513	0	45.774379	9.713901	15.3362	64.53511	4.310395	4.154096734	39.816051754237	7.337942	14.82704	69.68629	0
ENSG00000108641	41.99761	32.405255	33.94544	34.410390106611	19.36695	30.6881	16.071201	90.760336	28.674141	27.676103	44.91931	34.047228	18.315593232	19.803594	30.29196	19.71161	21.647108	72.74319	30.867861844418	40.390287	46.69124	16.92853	27.72797	69.3691322	26.149562
ENSG00000108651	51.66284	27.86692	28.1183068	27.55936	122.10448	39.315742	11.245513	26.00435	66.92216	30.175328	18.318928	38.393078	17.41554	25.03905	23.68254	13.78132	16.40981169607	32.71369	27.014706	23.78482	42.13717	36.989057	42.53167	100.822017	42.07392
ENSG00000108654	618.817090023703	517.8648009	688.268951	675.86109	980.41491168929	840.08896212626	613.776618	772.3741534	657.908310108928	412.955504	573.63524814981	751.96729014378	911.65043144	828.92463555718	807.336050002738	744.499410304868	533.592026873707	638.761090513	738.39718	739.5596	1007.2305744359	779.17020423	976.9528786655	802.20323078135	995.934072
ENSG00000108666	12.734215	12.27911	8.711312	3.03067	0.609585	11.884439	18.328326	16.812299	17.74544	13.342420556138	13.199838	16.798238	4.7529099	13.710316	5.65846	5.02017	8.65425	14.38432	15.346993	10.886281	28.44856	37.768543	9.44669	29.17454	43.50355
ENSG00000108669	35.843572	18.00136696	34.009591923	36.447144	6.199057	7.6910247956	5.89943592002	16.977430732	12.459832589	8.6734208127	14.59499732	8.60184478	10.3012	10.05230242128	22.625329449	18.5178778777	27.16595899	24.9077222842845	6.7631905143	23.629618186	44.57077	6.40206	12.722284415	9.4817307789	19.513145034
ENSG00000108671	64.43549	40.0185731	43.063449	28.298295	33.68039	50.3771	31.875581	64.169157	80.088943	42.633155223569	44.513637	60.10531804325	65.74376	49.397358	79.55936	47.724126	56.685068	54.902345	76.882995	83.98538	115.734946	133.87326	130.50676	93.492012	70.88212
ENSG00000108679	485.743160038535	510.46014	428.19012	317.08261	692.650975772	499.8017	359.21014257	1073.09447431	864.69178	343.775487693	573.77443552373	651.703253218	750.60992	481.751626	798.060790044636	971.8030929	560.8372118542	588.396820040731	836.67182	625.57906	160.421156	140.81958	204.87429	182.6409	339.12111
ENSG00000108688	0	0	0	0	0	0	6.60883	2.94241	0	0	0	0	2.97397	0	0	1.47108	0	0	0	0	0	0	0	0	0
ENSG00000108691	11.074867	135.33513	13.77492	1.97232	255.0372	546.7076	149.3956	134.4029	288.2304	91.76937	7.2709	332.0074	532.4599	231.2723	78.64358	384.85565	236.08183	70.58608	622.6547	388.4537	81.6964	281.63619	130.19927	52.74184	330.6177
ENSG00000108700	0	1.34886	1.78579	0	3.465	3.36028	0	4.79604	8.76039	5.43953	0	0	11.1266	6.34935	4.21301	4.31716	5.97518	3.08966	7.78443	2.31531	0	1.90696	0.450711	0	0
ENSG00000108733	8.316004	6.9701971	8.433755	3.7898425	16.177491	9.339602	3.4560135	5.76545	0.4510366	2.2302092	0.3387059	5.109932	2.4267592	10.0274636	5.509384	0	1.4710476	3.2457133	4.737639	3.0853212	3.0583232	7.349602	6.309391	0	3.7402752
ENSG00000108771	6.5684	13.17182	7.483189	0	20.52217	3.775946	9.64935	13.9821	10.63317217	14.74493	22.396	51.4289	15.9480840298827	29.24799	4.65723	13.40881	1.4629858	13.18892	15.32649	16.73757	0	3.161434	4.457889	20.99141	18.43597
ENSG00000108773	18.76525	28.37456	35.79396	37.84388	25.4956	12.88617	34.5993	2.076403	13.98792	8.38455	37.41702	30.12695	2.859825	19.11638	2.441757	2.105415	15.72314	19.66929	1.82245	15.31717	19.99295	7.076006	7.2271	8.32809	3.878793
ENSG00000108774	57.87803	70.434487	66.94559584	64.44415	39.701274	61.01342	41.04527	74.54911	64.02832	84.06193	47.4536694	53.03774	51.37182	115.27749	67.471	64.3897	56.8764841	71.21777	87.49671	80.94437	104.1792	103.74663	99.55145	55.27636	114.59298
ENSG00000108784	19.91933	18.57102	11.261118	37.84961	8.38949	9.22273	7.35835	13.44911	16.21131	4.975296	13.92255	28.0308	12.038497	23.26716	22.74946	17.330133	18.91386	35.31617	12.3732	14.06043	34.8986	4.32643	13.74373	25.84933	31.50679
ENSG00000108785	0	0.833985	0	0	0	1.47154	0	0.584462	0	0	0	0.48359	0	0	0	0.893609	0	0	0	0	0	0	2.30021	0	0
ENSG00000108786	3.906474	5.319299	7.322272	3.108187	24.11106	1.507508	0.417608	8.92258	10.36374	2.821832	2.070603	3.14846	2.775617	4.80319	1.5362186	6.98955	2.39521	8.703384	4.930543	4.21211	11.918685	10.4446580170595	11.753719	11.487493	15.199866
ENSG00000108788	31.14587	44.35163	26.54014	33.607108	21.8103	25.96926	23.36926	39.13004	34.0523	34.97286	44.8056400585475	15.26061	35.400720196209	44.739720101079	27.96977	30.77754	11.39236	16.96677	25.4663754	15.024886	66.920566	32.22591752411	51.37826	40.7015233703	30.6300330094616
ENSG00000108797	8.739629	3.206791	9.03526	3.87266	3.3299331	6.057184	3.043742	8.64407	0.541739	3.603719	9.59056	8.76115	5.06354	10.769551	3.089687	13.93731	5.56172	9.531138	13.82086	9.025783	0.951973	10.162085	1.867846	1.30472	27.94731
ENSG00000108798	0	0	0	0	0	0	0	0	0	0.90943	0	0	0	0	0	0.421613	4.17715	0	1.60951	1.31221	0	0.411009	0.961206	0	0
ENSG00000108799	24.786459	27.9358698	44.613396	24.60509	33.7030607061	35.47039	31.0280166572	15.895463	17.2161396	19.78590145729	22.180295	42.860084	27.55762989469	64.5474534	47.202869352	23.86165	33.635556	50.717799	34.299085	37.058945557	20.12497270379	13.93434	24.053	22.446447	39.999413
ENSG00000108813	69.05147	48.22108	59.63239	48.37816	28.72791	25.088942	19.09739	71.73781	24.74261	14.919300200498	49.35404	12.68462	6.595524	10.99008	52.82183	30.21442	25.75699	56.93415	10.946199	3.542627	37.01998	19.887596	37.85645	63.13766	6.2786
ENSG00000108819	0.514599	0.225432	0.152157	0	0	0	0.264771	0	0.27837	0.549886	0.312156	2.23296	1.100428	1.08401	0.349417	0.469252	1.55638	1.1849949	0.5921	0.773517	0.468827	0.290917	0	0	0.604447
ENSG00000108821	273.20998	1606.3041	1171.35068	170.13234	668.019458	1468.15371	2048.439722	430.899098	5201.21437	1728.67976	286.82445	364.94517	1747.5868	1708.55374	398.29084	4221.71404	3952.12059	541.88077	4084.87951	3212.81334	2514.23459	3458.27109	4519.93999	2320.34733	3241.0148
ENSG00000108823	68.34254	24.32958549	41.59787	47.8822	84.82206	32.07131	7.43494	7.81213	0	0	8.08683	1.10189	0	4.857479	3.57746	0.525701	4.269028	2.55817	0.162177	0.00155041	1.10238	11.032942	0	27.459848026788	0
ENSG00000108826	56.15929	58.88252	30.1614	52.32056	19.35619	83.34247	38.52978	49.988062	66.9127	64.76536	67.83229	71.0187827801	99.956	80.734888	70.26505	77.49071	60.7011	31.46288	60.502878	56.54047	94.87739	73.125984	45.434079	40.1396	79.68874
ENSG00000108828	42.3265	68.6917607	57.67561	46.841240303824	54.16943	38.671586	45.2525	49.62445555	90.00778	30.71155511	34.0304431	132.837550642674	41.5701356709	92.26415	145.840780018896	228.18335	120.81486	135.25044	243.39633	169.811245791	33.37104	118.94963	126.863151	67.79862539	196.05417
ENSG00000108829	33.711019	32.88986	26.34274	17.9295	14.1213	15.573	17.369261	26.630762	54.27461	32.92169	19.61747	15.24105	22.77015	25.92213	22.7744	33.725	37.15069	23.91747	22.810895	17.1682	59.279	55.17726	55.131	47.18154	32.44489
ENSG00000108830	0	0	0.393207	0.154774	0	0.0915708	0.194498	0.330671	0.151806	0.317614	0.481652	0.319978	0.352679	0.486029	0.849569	0	0.142235	0.12179	0.0947501	0.241108	0.580884	0.10514	0.248431	0.416687	0
ENSG00000108839	2.73863	0	3.05612	0	0	0.473486	6.252783	2.188031	0.519598	0.257043	1.11109	0.155132	1.09397	1.670518	0.621878	0.812588	1.316355	4.106136	5.508462	4.17686	9.16358	0	4.18292	0	3.53059
ENSG00000108840	14.15391	9.33235	12.257118	5.893885	0.639308	6.748772	1.490369	9.988967	6.446884	8.06315	10.5829319	26.33506	3.003365	5.569364	4.089693	5.176477	9.991504641667	10.756311	14.639711	11.95394	9.876834	8.228824	8.23066	13.4578417341	11.180369006898
ENSG00000108846	1.93489	11.763303	3.69419	3.454355	3.92859	4.590191	4.155584	2.1292949	13.117226432423	13.825929	3.306182	15.73752	9.79034	10.6168214340465	16.54713271846	11.207656	15.2652012	10.00522490714	16.444739693793	11.51265468168	16.22201	10.11046071486	19.05600677119	9.557553	6.14923048547
ENSG00000108848	216.33379	228.010345	277.76155	257.45504	270.27329	157.17512	333.232764	194.32032	234.25713	179.21632	85.269970106758	335.372850270754	140.29091	268.7891093959	179.276523046564	128.452730204148	127.82693	262.4711220942	110.717690321995	171.80919	156.78804	59.764094	120.10291457322	234.63088576	189.640934
ENSG00000108852	0	2.697902374902	0	0	0	1.8272022709	1.686807794	0.854471	1.378055420881	0.8166392644	0.2060269891	2.52743	0.497115	4.94872292874	0.282045	3.056039316	0.7656741788	3.447171592	5.174794	1.8908100338688	0.786887	10.0351000467	3.0115260614	7.606719357	2.735937885
ENSG00000108854	79.791629	3.019519	27.092105	52.73219	5.30972	22.776603	77.47322	30.039716	4.42516	11.77246	24.338315	12.190982	42.70855	25.186356	79.027351	62.11409	22.11056	71.09875	47.84392	77.952269	3.852307	32.38649	26.40921	77.1902	6.759761
ENSG00000108861	49.96743	30.07256	10.847214	22.918002	11.75164	9.5671	33.25501	31.68945	27.098351	44.5486	64.96985	44.01416	48.8715	46.3641	35.71968	25.07815	38.58156	47.98655	83.81325	29.78774	38.23311	59.37935	20.65898	20.8414	22.493866
ENSG00000108883	64.362827	62.2656181512	57.339559	58.47061	37.18962	42.538171	54.63394	88.763207	70.356792	45.575314	95.651752	116.45090634	81.295098	63.692334529871	90.766388	92.755286050373	45.6740094	77.77062	74.546552	89.388204	63.44611160369	106.618469	117.6047569	91.187799	96.73447
ENSG00000108924	1.662348	7.33805	3.262853	0.272591	19.59236903	4.24034	4.42867	0.403843	2.765538	4.396357	0.464675	38.83169	4.07702	4.83553	0.0965106	1.955642	8.552332	1.21582	21.66625	22.5046158	0	1.954465	4.395087	1.36144	29.5675
ENSG00000108932	0.50127	0.247498	3.52445	5.0367	0	0	0.209324	2.314915	0	0.303085	0	2.869784	0.228448	2.216466	1.87189	1.02557	0	3.44798	0.0991199	1.45084	0	0.211722	2.422048	2.01943	1.91353
ENSG00000108946	184.34502	204.7975678	184.94001536	84.465560635046	181.782793774008	170.90872649	99.9785833704	140.147568	191.15642	179.4043613777	123.778456	225.729193517423	173.062780038608	107.83244110738	226.437526984	171.51358	121.32575	143.74424	209.7218376255	155.295788782	235.9903	219.9189109881	181.24967363	297.609600002539	247.471111
ENSG00000108947	0	1.34127	0.602259	0	1.27458	1.00196	0	0	1.65373	0	0	0	2.99026	0.14223	0	0.4131	1.15949	0	1.23061	0	0	2.30431	0.298007	0	0.113814
ENSG00000108950	90.67068	60.261807	96.47419	76.6765900085094	43.65121610981	44.60352	58.38126	57.4988834633	26.21546	52.62656	17.634749	46.375090005541	45.302159	63.24946	33.958238	29.878346	23.185284	18.505079	38.480854429	14.21589	34.99436	16.06434	8.315151	2.16392	54.855706
ENSG00000108953	125.44683	120.79684	93.83668	102.26014	76.71107	68.58152	44.4555	110.875811	127.0608	106.13145	115.29272	72.88065	79.2143	102.46425	134.71396	104.09919	109.21202	78.3809	95.462965	92.59995	155.0071	122.678620413646	125.138472	86.91821	100.35484
ENSG00000108960	1.83493	1.60829	0.720913	1.67836	4.90965	6.8415	13.11755	0.31682	1.35617	2.3936	0	0	1.46753	0.170314	0.924627	1.97933	1.38983	1.13896	0.864305	1.07314	0.739972	0.153311	3.4581	1.14558	0
ENSG00000108961	19.6459	24.71288	17.88837	23.91282	52.02258	36.7559	24.92134	22.5616	15.9924	25.02947	9.11597	23.1483	19.62046	14.75168	18.56237	30.6988	25.57005	17.8804	18.59625	28.67155	28.56806	27.12788	15.84962	11.9314	19.11981
ENSG00000108963	5.39281	9.820303	9.142532	7.21554	32.80132096	6.40895	5.63024	12.888011	6.304023	16.61249	0.688966	7.063918	6.327485	8.446421	8.31414	8.4991	9.105422	6.249783	6.397476	4.25625	4.10493	8.279757	9.658463	21.02369	19.84869
ENSG00000108984	0.795129	1.75023630135	2.49016	2.12134	3.404318	5.7605769125036	9.2011163	0.496603	6.01615	6.07570436901	0	3.48087	4.24451337	7.13663	7.323810449	2.448411	5.711387	11.4016651	25.623069	4.610476	0.290963	4.038136426	2.622268	0	24.440009
ENSG00000109016	45.61863	47.35311	35.65025	18.407682	31.94690412926	40.32442	12.379586	31.38491	32.442262	36.9202	40.056142	57.69164	48.45836	29.675829	34.96388	34.55907	68.753382	26.93112	22.54194	35.66196	35.9489	43.31753	37.991787	21.27183	37.31159
ENSG00000109046	70.857697	87.240637	61.898393	69.84125	90.954465	93.6114318298	89.461183	73.9385744	103.688523	50.52622	87.51084	130.40453	119.91033	148.030422	74.017161	85.716250819177	79.230824	52.40265	137.914794	85.970042	147.8497	125.08184	164.9916	101.334694	219.57684
ENSG00000109047	4.40299	0	0	0	0.891813	0	0.904337	0	0.212804	0.279845	0	0.12869	1.067714	3.184615	1.5524	0	2.02574	0	0	0.940572	1.01741	1.19486	0	1.43487	0
ENSG00000109061	0	0	0	0	1.56404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.153031	0	0
ENSG00000109062	27.99212	11.40852	6.9754	12.72749	14.02787	3.27928	4.137147	14.58648	8.31587	21.77044	42.0252	6.671063	1.673591	8.78689	12.78827	2.397934	13.79559	25.40714	2.720431	0.376583	8.574577	12.28826	18.17115	22.79984	0
ENSG00000109063	0.0581202	2.574732	0.0694522	14.0643	0	4.14189	0	1.982865	4.65582	7.014678	0	3.09905	0.0692759	7.87316	15.283118	0	0	2.11147	2.765336	2.66234	1.26838	0	10.6161863	6.36747	2.57445
ENSG00000109065	42.7479813	57.99842	31.74542174535	36.09162	60.9502549072	33.685693	21.42419	23.5588	27.491297044232	24.1478	46.697141	33.48791475	49.729311	53.265512	36.75038	34.1245329675431	23.0939628185	17.96599	25.98942408	31.955886806	53.506016110867	44.239805	56.153035	50.01735	29.2102646
ENSG00000109066	17.69588073622	30.744254	23.70489150187	39.337679	2.63939066319303	16.6501530362	7.961160062887	21.73534	11.80979	10.97135831474	24.946863	17.757613	7.98683	10.823720760322	11.874165676482	16.52420141577	5.315320630782	15.4814687	9.0558900145725	26.55799	17.17559114236	16.6468713715	12.489267	8.011453273122	33.475376
ENSG00000109072	0	0	0	0	0	1.010948	4.421656	0	0.288704	0.285759	0	0	0	0	0.486969	0	0	1.936611	3.064927	0	0	2.72254	0	0	0
ENSG00000109079	18.46484	23.68159	11.11543925	39.58314	1.34384	13.748794	15.211987	35.23349	37.5791	22.28892	33.63915	13.509312	41.11662	35.779592	14.61218	16.29933	20.56869	42.917096	38.127852	50.21009	67.8095	33.191415	33.76613	42.089768	48.09564
ENSG00000109083	50.611463	35.25048	53.18415	67.09977	43.806763	32.148196	28.713172	43.283681	69.20965	17.58329098743	28.079807	39.7649509	48.59275	40.52076	30.483295	38.4333900372762	34.21358304	30.17259	46.3000030168801	71.72404	60.74736	76.76726	52.90775509	63.09475	36.4720947
ENSG00000109084	0.316506	5.277382	2.00122	4.073669	4.68174	4.8490401	6.08107	5.371757	6.59009	5.370478	0.66177	5.04805	8.75902	7.26573	8.42154	16.707973844	9.670897	8.06426	15.63722	6.57985	2.352246	3.6624338	5.42643	3.46596	8.418538
ENSG00000109089	1.0754	1.48081	3.81135	1.82862	0.921013	1.00562	5.4791	2.50492	9.96478	2.62557	3.60561	3.45768	3.68247	2.82834	1.94842	5.41344	2.99301	3.67129	2.12189	2.88705	6.56944	9.37241	7.13265	2.76706	6.48493
ENSG00000109099	421.634773	352.3841	360.3913	391.056842674	378.80411261	489.84647658	434.82969012505	490.20772	486.824330618172	501.5362630122	613.133813772	594.3170038147	761.273230190637	930.4955620897	658.090878607	593.22429809138	611.810480145	830.750967421	775.733820002391	864.87877	487.90200212166	360.0267643	526.2985644716	611.39550371816	690.1365994127
ENSG00000109101	0	0.285274	0	0	0	0.213244	0.111439	0	0	0.572743	0	0.101933	0.126658	0	0.143609	0.198899	0.154398	0.135298	0	0	0	0	0	0	0.106167
ENSG00000109103	13.48681	10.510278	16.000692	0.798909	1.31855	2.933716	0	1.1254683	5.52088	1.966652	7.497096	0.6177318	0.453471	0.727143	0.400321	9.353255	5.20549	4.180039	1.535816	4.62627	1.96584	1.31005	2.90906497	8.80509	13.98103
ENSG00000109107	18.23762	8.30572	18.94534	7.01302	49.64941	21.526269	8.09084	20.84331	30.3651	40.25392	14.4649	38.6947	17.16304	5.377845308	29.921921	27.85538	30.2624	20.69016	14.422	0	86.6155	117.2691	130.49631	50.3924	9.45806
ENSG00000109111	14.13416	14.8761	11.27818	20.329579567	9.31579	5.41636	12.640399	24.393783	15.66927	12.3669891088	13.82035	22.76566	7.93021	12.927111	23.27921	19.920735	13.951945	35.59819	23.48868	11.42105	35.086486	8.862841	10.526244	17.947168	10.92606
ENSG00000109113	95.1951322	181.280294	192.78141	108.69854	288.78316	328.08157293	172.554270118349	184.447520028691	238.70388	142.89185	147.897248617553	229.2121103501	174.94592071	224.8602	171.9906	287.070250386	227.5908813287	213.769847	282.434801239386	208.44802099	217.226103014	324.09033539	309.52492	248.20313	334.160123114
ENSG00000109118	29.031637	5.0223837	15.144488	4.685973	19.343229	5.2233405	9.359377	3.644997	14.0609311712	11.666116	10.2372989	6.768941	9.523518	10.998252	7.120536	7.645109	11.5653347	7.0513029	10.4073792	10.77008	32.79068	5.592013	6.56281	14.36226951	22.253813
ENSG00000109133	45.387289	42.32233	25.16289	15.3969	19.936483603692	18.24883	16.124851	18.873282	52.27454	20.33793	23.43902	18.125596	22.411518	13.33826	18.29035	24.409681	20.83783509063	27.9423129	23.49126	17.467028	16.59425	41.13805	24.38191	21.051056	18.75706
ENSG00000109158	203.3658	83.34549	107.2471	99.64995	1.766814	3.6501013	0.255593	153.00292	13.63137	72.43871	94.47392	9.071539	2.2195345	0.118268	132.09795	27.746226	14.561154	123.83965	2.833385	0.0971969	15.748966	0	0.0379704	13.64978	0.0867002
ENSG00000109163	0	0.932446	0	0	0	0	0	3.417865	0	0	0.71802	0	0	0	0	1.04012	0	0	0	0	0	0	0.466479	0	1.41404
ENSG00000109171	11.096762	10.08522	13.164835	9.193973	13.81746	3.275074	2.852536	4.164899	11.698453	11.79464	19.197477	8.4165	6.19589	13.115463	17.938097	36.210252	20.617121	14.93792	22.664518	7.4872595	33.489185	6.18566	12.05854	24.82762	30.67372
ENSG00000109180	140.7033202	116.33260156095	115.74964	140.517253	159.90680767616	99.39842996	105.574099	166.365670672683	114.844675	79.21827	71.176243	136.001062014104	154.418066265	77.52628743525	118.97434866126	111.88122	113.6191797	88.562262	104.00391487793	109.075161	174.99225	99.921432	130.784091	141.93481497	121.362727
ENSG00000109181	0.30354	0	0.356142	0	0.227762	0.198882	0	0	0.470156	0	0.246563	0.586673	0	0.252686	0	0	0	0.263546	0	0.350191	0	0	0.266407	0	0.407855
ENSG00000109184	12.961666439	27.9739600134593	28.9046896	41.331920735	50.9662287936	21.0783459928	18.164888	22.6539610848145	17.460866551	20.1047755335	27.528159923072	41.9332281197371	12.7144283565	23.23522274118	9.694314929397	25.66242833315	18.087576	19.169246657	19.346879	25.0080668788	24.642221359163	11.6053128	31.906353	7.99697	25.178093
ENSG00000109189	15.073282	9.511803	1.34995	8.829291	10.874649	11.732343104742	10.61927	5.216888	12.488266	7.25967	10.526211	15.69152	7.91773	12.389902	16.334322	7.443337	6.84764	12.7668598	15.43628	10.262310001339	9.64297100692235	8.04826	19.4449	9.07644	2.27435
ENSG00000109193	0.450719	2.20184	0.408603	2.291799	0.53444	0	1.57696	0.914444	0.655773	0	1.92558	0.312182	0	0.920739	0.666163	0	0	1.083708	0.295395	1.21343	0.637549	0.264783	0.741903	0	0.233523
ENSG00000109220	11.89839	9.309897	25.13037	0	31.68766	18.3382	27.04401	12.14851	39.0309	34.15187	34.78441	22.0217	8.852064	23.92618	11.14783	23.3134	41.57794	27.59389	36.41559	27.68324	28.3346	31.59568	26.71028	24.31509	32.14865
ENSG00000109265	0.1305728	0.762519	0.15442	0	0.653742	1.021598	0.0788969	2.933696	0	0	5.799121	0.44345	1.161419	0	0.832566	0	0.3816292	0.686268	0.453547	0	0	0	0	0	0
ENSG00000109270	28.958046	50.17033	34.10887	22.0925	54.43918	45.06133	30.38434	30.74005	68.13598	40.25511	12.492482	108.01822	57.38221	48.71588	44.13771	56.05731	40.6527	42.39536	51.35949	58.01027	50.10727	62.94622	60.88453	48.68974	85.71949
ENSG00000109272	0	0	11.2077	0	0	4.00027	0	0	0	8.45642	0	0	0	0	5.67895	4.74958	5.82666	1.79182	0	0	0	0	0	0	0
ENSG00000109320	4.882432	9.98168	8.62405	5.709379	8.858526	11.474933	8.699447	13.303968	13.46007	7.0176953	6.0228	18.444750369184	14.22376	22.87996	6.90418	6.74019	9.77522	10.258621	19.3058	16.25034	10.810761	4.28811	9.58789	5.58754	18.59009
ENSG00000109321	0	0	1.71458	0	0	0	0	0	0	0	0	0	0	0	0	2.52055	0	0	0	0	0.466911	0	4.607	0	0
ENSG00000109323	13.617791	13.89849	15.17843	3.635747	29.60795	6.6181020737	30.18966	11.143524	16.09729	12.05992	7.531701	9.88719	27.387281	14.4893	23.26348	33.64201	14.432195	13.19311	19.9711264	23.84727	15.529898	18.919881	18.24435	21.47079	31.87202
ENSG00000109332	87.19948	132.60282376	99.360615229767	75.16525	110.48694	119.871700081458	80.66316	88.65545315275	140.358240454	142.05764	95.689546	82.584464554	128.6012649743	137.8062311	194.06893	119.942857804011	124.602234823407	147.0081713	169.962857572191	131.081676	141.63367	168.63458851201	142.995919225	140.0883	217.992406540454
ENSG00000109339	37.1274	33.036905	52.30906	66.997525613	108.285070002731	45.559193	36.201003	30.002731	21.41175	32.91754	34.097236209	62.498364	29.83862327	14.263162	26.871919596	10.34987	17.251961	51.626013607	35.58339276263	30.973515	27.240354	28.6749183	17.961789	46.035419951	59.82515
ENSG00000109381	27.021227	38.0703232285714	15.70636	30.359417	43.83318	47.5159	14.784804	24.358804	33.283038	28.721958	14.74252	29.247693	37.1777240373421	34.71344	12.49356	19.334101	18.99997477	20.09071	42.545893	23.375555	21.200926	33.157973	20.339425	17.943849	28.5808
ENSG00000109390	37.232833	31.43157	25.17649	24.3275	10.97346	31.3771	45.9884000295722	16.36084	26.47228	52.989850813056	21.20665	28.24398	50.0171	48.87986	42.74913	31.14324	72.122369	21.4217053	36.06036	36.960620363603	50.39114	53.5257214	15.15738	21.4402	29.194207
ENSG00000109436	8.0780077	4.96628	1.2957	3.591736	0.372489	1.36669	9.94735	0.154328	3.12337	4.19242	4.94927	4.962891	7.02642	3.171571	15.31325	4.47313	3.8364035	1.27142	0.915152	5.38104	0	0.600312	0.60946	0	0.53515
ENSG00000109445	21.292140876	22.5623	6.7918765	45.455066616	13.0171234	17.396162	26.96557	40.85465	27.823957	24.84026	14.45443	75.90297	34.1899499	16.48930719193	24.321761	31.66259	8.221379	23.28515	28.640462	19.95980792	8.70276	53.56025	46.43003	41.75243	66.990585
ENSG00000109452	1.0839747	4.133822	0.143489	15.2707462	0.0442733	1.211784	0.3505389	2.700862	10.919192	6.88575	14.45715	0.5500734	1.1445537	2.5442463	3.678985	4.0626575	0.120168	3.0490136	0.295072	1.393055	9.633619	0.292388	1.534534	7.469451	6.9237106
ENSG00000109458	4.324583	4.925216	12.605134	3.7957691	21.779978	12.971194	12.930808	15.5035240209802	9.844929	5.456713	28.77379	19.678572	11.85782	18.392882	17.343447	8.481829	19.605737	5.964225	22.88939	29.023293	17.69647	6.62001	11.01237	17.123128	23.1064552
ENSG00000109466	16.25049	16.560123	9.330006	12.4420762813	2.87686	3.42546	4.7324730634	1.051240077	0.988624	4.56091	8.553784855	27.903880337	9.790422339	3.70278	14.36652	11.18807	10.2040726	9.842683262	12.357205	6.77611	21.2681175674196	6.051061	12.19311283	13.117840608	16.32999339
ENSG00000109472	7.062108	3.1187391	9.77399	5.98593	4.91059	4.28859	6.00012	3.9993	1.00875	3.6933	5.68931	2.86026	1.31007	1.75644	16.558	6.23904	10.232096	28.4045	4.00347	0.879444	19.4912	25.70344	50.0388	30.7178	10.5959
