Ensembl ID(supplied by Ensembl)	Ensembl gene ID	Approved symbol	Previous symbols	Synonyms
ENSG00000261548	ENSG00000261548	HLA-P	C6orf101, HLA-90	dJ377H14.3
ENSG00000225851	ENSG00000225851	HLA-S		HLA-17
ENSG00000231130	ENSG00000231130	HLA-T	HLA-16	
ENSG00000228078	ENSG00000228078	HLA-U	HLA-21	Em:AB023056.13
ENSG00000181126	ENSG00000181126	HLA-V	HLA-75	dJ377H14.4
ENSG00000235290	ENSG00000235290	HLA-W	HLA-80	
		HLA-X		
		HLA-Y		HLA-BEL/COQ/DEL
ENSG00000235301	ENSG00000235301	HLA-Z		HLA-Z1
		HLA70		
		HLA92		
		HLAK		
		HLAL		
ENSG00000159267	ENSG00000159267	HLCS		HCS
ENSG00000237646	ENSG00000237646	HLCS-IT1		
ENSG00000108924	ENSG00000108924	HLF		MGC33822
ENSG00000218194	ENSG00000218194	HLFP1		
ENSG00000071794	ENSG00000071794	HLTF	SNF2L3, SMARCA3	HIP116A, HLTF1, RNF80
ENSG00000239718	ENSG00000239718	HLTF-AS1		
ENSG00000136630	ENSG00000136630	HLX	HLX1	HB24
ENSG00000257551	ENSG00000257551	HLX-AS1		
ENSG00000101294	ENSG00000101294	HM13		H13, dJ324O17.1, SPP, PSL3, IMP1, IMPAS, PSENL3, SPPL1
ENSG00000230613	ENSG00000230613	HM13-AS1		
ENSG00000235313	ENSG00000235313	HM13-IT1		
		HMAA		
		HMAB		
ENSG00000147421	ENSG00000147421	HMBOX1		HNF1LA, PBHNF, FLJ21616, HOT1
ENSG00000259196	ENSG00000259196	HMBOX1-IT1		
		HMBOX1-OT1		
ENSG00000256269	ENSG00000256269	HMBS	PBGD, UPS, PORC	
ENSG00000183624	ENSG00000183624	HMCES	C3orf37	DC12, SRAPD1
ENSG00000143341	ENSG00000143341	HMCN1	ARMD1	FBLN6, FIBL6, FIBL-6
ENSG00000148357	ENSG00000148357	HMCN2		DKFZp434P0216, FLJ23816
		HMG1P		
ENSG00000140382	ENSG00000140382	HMG20A		HMGX1, FLJ10739, HMGXB1
ENSG00000064961	ENSG00000064961	HMG20B		SOXL, HMGX2, BRAF35, SMARCE1r, BRAF25, HMGXB2
ENSG00000137309	ENSG00000137309	HMGA1	HMGIY	
ENSG00000236683	ENSG00000236683	HMGA1P1	HMGA1L1	HMGIYL1
ENSG00000248641	ENSG00000248641	HMGA1P2	HMGA1L2	HMGIYL2
ENSG00000258011	ENSG00000258011	HMGA1P3	HMGA1L3	HMGIYL3
ENSG00000234705	ENSG00000234705	HMGA1P4		
ENSG00000233313	ENSG00000233313	HMGA1P5	HMGA1L5	
ENSG00000233440	ENSG00000233440	HMGA1P6	HMGA1L6	
ENSG00000216753	ENSG00000216753	HMGA1P7	HMGA1L7	
ENSG00000233155	ENSG00000233155	HMGA1P8		HMGA1-p
ENSG00000149948	ENSG00000149948	HMGA2	HMGIC	BABL, LIPO
ENSG00000197301	ENSG00000197301	HMGA2-AS1		RP11-366L20.2
ENSG00000189403	ENSG00000189403	HMGB1	HMG1	HMG3, SBP-1, DKFZp686A04236
		HMGB1L15	HMGB1P2, HMGB1L15	
ENSG00000124097	ENSG00000124097	HMGB1P1	HMG1L1, HMGB1L1	HMG1L7
ENSG00000250011	ENSG00000250011	HMGB1P3	HMG1L3, HMGB1L3	
ENSG00000214821	ENSG00000214821	HMGB1P4	HMG1L4, HMG1L4P, HMGB1L4	
ENSG00000132967	ENSG00000132967	HMGB1P5	HMG1L5, HMGB1L15, HMGB1P2, HMGB1L5	
ENSG00000259781	ENSG00000259781	HMGB1P6	HMG1L6, HMGB1L6	
ENSG00000231148	ENSG00000231148	HMGB1P7		
ENSG00000259699	ENSG00000259699	HMGB1P8	HMG1L8, HMGB1L8	
ENSG00000224159	ENSG00000224159	HMGB1P9	HMG1L9, HMGB1L9	
ENSG00000213707	ENSG00000213707	HMGB1P10	HMG1L10, HMGB1L10	
ENSG00000230547	ENSG00000230547	HMGB1P11	HMGB1L11	
ENSG00000223904	ENSG00000223904	HMGB1P12	HMGB1L12	
ENSG00000220557	ENSG00000220557	HMGB1P13	HMGB1L13	
ENSG00000180189	ENSG00000180189	HMGB1P14	HMGB1P, HMGB1L14	
ENSG00000238190	ENSG00000238190	HMGB1P15		
ENSG00000229384	ENSG00000229384	HMGB1P16		
ENSG00000217482	ENSG00000217482	HMGB1P17		
ENSG00000236407	ENSG00000236407	HMGB1P18		
ENSG00000253463	ENSG00000253463	HMGB1P19		
ENSG00000219163	ENSG00000219163	HMGB1P20		
ENSG00000248909	ENSG00000248909	HMGB1P21		
ENSG00000250721	ENSG00000250721	HMGB1P22		
ENSG00000253770	ENSG00000253770	HMGB1P23		
ENSG00000275029	ENSG00000275029	HMGB1P24		
ENSG00000230886	ENSG00000230886	HMGB1P25		
ENSG00000225984	ENSG00000225984	HMGB1P26		
ENSG00000230611	ENSG00000230611	HMGB1P27		
ENSG00000249745	ENSG00000249745	HMGB1P28		
ENSG00000250862	ENSG00000250862	HMGB1P29		
ENSG00000244089	ENSG00000244089	HMGB1P30		
ENSG00000233266	ENSG00000233266	HMGB1P31		
ENSG00000226837	ENSG00000226837	HMGB1P32		
ENSG00000261174	ENSG00000261174	HMGB1P33		
		HMGB1P34		
ENSG00000251566	ENSG00000251566	HMGB1P35		
ENSG00000243873	ENSG00000243873	HMGB1P36		
ENSG00000213467	ENSG00000213467	HMGB1P37		
ENSG00000243877	ENSG00000243877	HMGB1P38		
ENSG00000203489	ENSG00000203489	HMGB1P39		
ENSG00000255291	ENSG00000255291	HMGB1P40		
ENSG00000253516	ENSG00000253516	HMGB1P41		
ENSG00000254735	ENSG00000254735	HMGB1P42		
		HMGB1P43		
ENSG00000248956	ENSG00000248956	HMGB1P44		
ENSG00000229316	ENSG00000229316	HMGB1P45		
ENSG00000254146	ENSG00000254146	HMGB1P46		
ENSG00000249338	ENSG00000249338	HMGB1P47		
ENSG00000234379	ENSG00000234379	HMGB1P48		
ENSG00000230519	ENSG00000230519	HMGB1P49		
ENSG00000271237	ENSG00000271237	HMGB1P50		
ENSG00000270986	ENSG00000270986	HMGB1P51		
ENSG00000164104	ENSG00000164104	HMGB2	HMG2	
ENSG00000267736	ENSG00000267736	HMGB2P1		
ENSG00000029993	ENSG00000029993	HMGB3	HMG4	HMG2A, MGC90319
ENSG00000225336	ENSG00000225336	HMGB3P1	HMG4L, HMGB3L1	dJ18C9.3
ENSG00000231470	ENSG00000231470	HMGB3P2	HMG4L2, HMGB3L2	dJ550H1.1
ENSG00000250730	ENSG00000250730	HMGB3P3		
ENSG00000228808	ENSG00000228808	HMGB3P4		
ENSG00000237642	ENSG00000237642	HMGB3P5		
ENSG00000213070	ENSG00000213070	HMGB3P6		
ENSG00000215399	ENSG00000215399	HMGB3P7		
ENSG00000227096	ENSG00000227096	HMGB3P8		
ENSG00000229992	ENSG00000229992	HMGB3P9		
ENSG00000223656	ENSG00000223656	HMGB3P10		
ENSG00000213301	ENSG00000213301	HMGB3P11		
ENSG00000237603	ENSG00000237603	HMGB3P12		
ENSG00000214288	ENSG00000214288	HMGB3P13		
ENSG00000231845	ENSG00000231845	HMGB3P14		
ENSG00000250897	ENSG00000250897	HMGB3P15		
ENSG00000248430	ENSG00000248430	HMGB3P16		
ENSG00000249400	ENSG00000249400	HMGB3P17		
ENSG00000220184	ENSG00000220184	HMGB3P18		
ENSG00000217085	ENSG00000217085	HMGB3P19		
ENSG00000226059	ENSG00000226059	HMGB3P20		
ENSG00000224551	ENSG00000224551	HMGB3P21		
ENSG00000225051	ENSG00000225051	HMGB3P22		
ENSG00000235148	ENSG00000235148	HMGB3P23		
ENSG00000215283	ENSG00000215283	HMGB3P24		
		HMGB3P25		
ENSG00000259428	ENSG00000259428	HMGB3P26		
ENSG00000267132	ENSG00000267132	HMGB3P27		
		HMGB3P28		
		HMGB3P29		
ENSG00000213652	ENSG00000213652	HMGB3P30		
ENSG00000231929	ENSG00000231929	HMGB3P31		
ENSG00000260828	ENSG00000260828	HMGB3P32		
ENSG00000176256	ENSG00000176256	HMGB4		FLJ40388
ENSG00000117305	ENSG00000117305	HMGCL		HL
ENSG00000146151	ENSG00000146151	HMGCLL1		DKFZP434G1411, bA418P12.1
ENSG00000113161	ENSG00000113161	HMGCR		
ENSG00000112972	ENSG00000112972	HMGCS1	HMGCS	
ENSG00000134240	ENSG00000134240	HMGCS2		
ENSG00000205581	ENSG00000205581	HMGN1	HMG14	FLJ27265, FLJ31471, MGC104230, MGC117425
		HMGN1P1	HMGN1L1	
ENSG00000229046	ENSG00000229046	HMGN1P2	HMG14P, HMGN1L2	
ENSG00000258967	ENSG00000258967	HMGN1P3		
ENSG00000224040	ENSG00000224040	HMGN1P4		
ENSG00000230942	ENSG00000230942	HMGN1P5		
ENSG00000224070	ENSG00000224070	HMGN1P6		
ENSG00000239614	ENSG00000239614	HMGN1P7		
ENSG00000241120	ENSG00000241120	HMGN1P8		
ENSG00000248377	ENSG00000248377	HMGN1P9		
ENSG00000244101	ENSG00000244101	HMGN1P10		
ENSG00000248336	ENSG00000248336	HMGN1P11		
ENSG00000247911	ENSG00000247911	HMGN1P12		
ENSG00000249619	ENSG00000249619	HMGN1P13		
ENSG00000249439	ENSG00000249439	HMGN1P14		
ENSG00000250197	ENSG00000250197	HMGN1P15		
ENSG00000249503	ENSG00000249503	HMGN1P16		
ENSG00000250787	ENSG00000250787	HMGN1P17		
ENSG00000234927	ENSG00000234927	HMGN1P18		
ENSG00000224519	ENSG00000224519	HMGN1P19		
ENSG00000239539	ENSG00000239539	HMGN1P20		
		HMGN1P21		
		HMGN1P22		
		HMGN1P23		
ENSG00000226977	ENSG00000226977	HMGN1P24		
		HMGN1P25		
ENSG00000259557	ENSG00000259557	HMGN1P26		
		HMGN1P27		
ENSG00000254114	ENSG00000254114	HMGN1P28		
		HMGN1P29		
ENSG00000235028	ENSG00000235028	HMGN1P30		
ENSG00000267513	ENSG00000267513	HMGN1P31		
ENSG00000237589	ENSG00000237589	HMGN1P32		
ENSG00000230326	ENSG00000230326	HMGN1P33		
ENSG00000224755	ENSG00000224755	HMGN1P34		
ENSG00000172186	ENSG00000172186	HMGN1P35		
ENSG00000235734	ENSG00000235734	HMGN1P36		
ENSG00000229237	ENSG00000229237	HMGN1P37		
ENSG00000253954	ENSG00000253954	HMGN1P38		
ENSG00000198830	ENSG00000198830	HMGN2	HMG17	
		HMGN2P1	HMGN2P, HMGN2L1	
		HMGN2P2	HMGN2L2	
ENSG00000230330	ENSG00000230330	HMGN2P3	HMGN2L3	
ENSG00000249014	ENSG00000249014	HMGN2P4	HMGN2L4	
ENSG00000234664	ENSG00000234664	HMGN2P5	HMGN2L5	
ENSG00000257179	ENSG00000257179	HMGN2P6	HMGN2L6	
ENSG00000226427	ENSG00000226427	HMGN2P7	HMGN2L7	
ENSG00000212769	ENSG00000212769	HMGN2P8	HMGN2L8	AC022394.1
ENSG00000180150	ENSG00000180150	HMGN2P9	HMG17L1, HMGN2L9	dJ388M5.2
ENSG00000231261	ENSG00000231261	HMGN2P10	HMG17L2, HMGN2L10	bK216E10
ENSG00000232605	ENSG00000232605	HMGN2P11	HMG17P1, HMGN2L11	28H
		HMGN2P12	HMG17P2, HMGN2L12	60H
ENSG00000241810	ENSG00000241810	HMGN2P13		
		HMGN2P14		
ENSG00000214578	ENSG00000214578	HMGN2P15		
ENSG00000231376	ENSG00000231376	HMGN2P16	HMGN2L	Em:AL513423.2
ENSG00000238249	ENSG00000238249	HMGN2P17		
ENSG00000223452	ENSG00000223452	HMGN2P18		
ENSG00000229367	ENSG00000229367	HMGN2P19		
ENSG00000232963	ENSG00000232963	HMGN2P20		
ENSG00000228034	ENSG00000228034	HMGN2P21		
ENSG00000227259	ENSG00000227259	HMGN2P22		
ENSG00000236124	ENSG00000236124	HMGN2P23		
ENSG00000229072	ENSG00000229072	HMGN2P24		
ENSG00000228398	ENSG00000228398	HMGN2P25		
ENSG00000241203	ENSG00000241203	HMGN2P26		
ENSG00000232916	ENSG00000232916	HMGN2P27		
ENSG00000236086	ENSG00000236086	HMGN2P28		
		HMGN2P29		
ENSG00000213721	ENSG00000213721	HMGN2P30		
ENSG00000214195	ENSG00000214195	HMGN2P31		
ENSG00000213558	ENSG00000213558	HMGN2P32		
		HMGN2P33		
ENSG00000231471	ENSG00000231471	HMGN2P34		
ENSG00000232875	ENSG00000232875	HMGN2P35		
ENSG00000228901	ENSG00000228901	HMGN2P36		
		HMGN2P37		
ENSG00000231726	ENSG00000231726	HMGN2P38		
ENSG00000214281	ENSG00000214281	HMGN2P39		
ENSG00000260602	ENSG00000260602	HMGN2P40		
ENSG00000261620	ENSG00000261620	HMGN2P41		
		HMGN2P42		
		HMGN2P43		
		HMGN2P44		
		HMGN2P45		
ENSG00000179362	ENSG00000179362	HMGN2P46	C15orf21	FLJ39426, D-PCa-2
ENSG00000259246	ENSG00000259246	HMGN2P47		
ENSG00000118418	ENSG00000118418	HMGN3	TRIP7	
ENSG00000270362	ENSG00000270362	HMGN3-AS1		
ENSG00000183586	ENSG00000183586	HMGN3P1		
ENSG00000182952	ENSG00000182952	HMGN4	HMG17L3	NHC
ENSG00000198157	ENSG00000198157	HMGN5	NSBP1	
ENSG00000113716	ENSG00000113716	HMGXB3	HMGX3	SMF, KIAA0194
ENSG00000100281	ENSG00000100281	HMGXB4	HMG2L1	THC211630
ENSG00000158497	ENSG00000158497	HMHB1		HB-1, HB-1Y
		HMI		IPA, ITO
ENSG00000072571	ENSG00000072571	HMMR		RHAMM, CD168
ENSG00000251018	ENSG00000251018	HMMR-AS1		
ENSG00000100292	ENSG00000100292	HMOX1		bK286B10, HO-1
ENSG00000103415	ENSG00000103415	HMOX2		HO-2
		HMR		
		HMS1		
ENSG00000221887	ENSG00000221887	HMSD	C18orf53	ACC-6, ACC6
ENSG00000215612	ENSG00000215612	HMX1		H6, NKX5-3
ENSG00000188816	ENSG00000188816	HMX2		NKX5-2
ENSG00000188620	ENSG00000188620	HMX3		NKX5-1
		HNB1		
ENSG00000135100	ENSG00000135100	HNF1A	MODY3, TCF1	HNF1, LFB1
ENSG00000241388	ENSG00000241388	HNF1A-AS1	C12orf27, NCRNA00262	FLJ38690, HAS1
ENSG00000275410	ENSG00000275410	HNF1B	TCF2	LFB3, VHNF1, HNF1beta, MODY5
ENSG00000101076	ENSG00000101076	HNF4A	TCF14, MODY, MODY1	NR2A1, HNF4
ENSG00000229005	ENSG00000229005	HNF4A-AS1		uc002xlx
ENSG00000164749	ENSG00000164749	HNF4G		NR2A2
ENSG00000228611	ENSG00000228611	HNF4GP1		
		HNF6A		
ENSG00000150540	ENSG00000150540	HNMT		
		HNP36		
ENSG00000177733	ENSG00000177733	HNRNPA0	HNRPA0	hnRNPA0
ENSG00000135486	ENSG00000135486	HNRNPA1	HNRPA1	hnRNPA1, hnRNP-A1, ALS20
ENSG00000139675	ENSG00000139675	HNRNPA1L2		LOC144983
ENSG00000218347	ENSG00000218347	HNRNPA1P1	HNRPA1P1	hnRNPA1-Lp, b34I8.2
ENSG00000237285	ENSG00000237285	HNRNPA1P2	HNRPA1P2	dJ372B18.1
ENSG00000226188	ENSG00000226188	HNRNPA1P3	HNRPA1P3	dJ447F3.1
ENSG00000206228	ENSG00000206228	HNRNPA1P4	HNRPA1P4	
ENSG00000259512	ENSG00000259512	HNRNPA1P5		
ENSG00000229887	ENSG00000229887	HNRNPA1P6	HNRPA1L, HNRNPA1L, HNRNPA1L1	
ENSG00000215492	ENSG00000215492	HNRNPA1P7	HNRPA1L3	
ENSG00000229251	ENSG00000229251	HNRNPA1P8		
ENSG00000231956	ENSG00000231956	HNRNPA1P9		
ENSG00000214223	ENSG00000214223	HNRNPA1P10		
ENSG00000264315	ENSG00000264315	HNRNPA1P11		
ENSG00000220157	ENSG00000220157	HNRNPA1P12		
ENSG00000213568	ENSG00000213568	HNRNPA1P13		
ENSG00000227638	ENSG00000227638	HNRNPA1P14		
ENSG00000214761	ENSG00000214761	HNRNPA1P15		
ENSG00000262333	ENSG00000262333	HNRNPA1P16		
ENSG00000243188	ENSG00000243188	HNRNPA1P17		
ENSG00000229910	ENSG00000229910	HNRNPA1P18		
ENSG00000218454	ENSG00000218454	HNRNPA1P19		
ENSG00000205412	ENSG00000205412	HNRNPA1P20		
ENSG00000228168	ENSG00000228168	HNRNPA1P21		
ENSG00000236459	ENSG00000236459	HNRNPA1P22		
ENSG00000240236	ENSG00000240236	HNRNPA1P23		
ENSG00000241947	ENSG00000241947	HNRNPA1P24		
ENSG00000231206	ENSG00000231206	HNRNPA1P25		
ENSG00000239345	ENSG00000239345	HNRNPA1P26		
ENSG00000233680	ENSG00000233680	HNRNPA1P27		
ENSG00000230170	ENSG00000230170	HNRNPA1P28		
ENSG00000235784	ENSG00000235784	HNRNPA1P29		
ENSG00000233780	ENSG00000233780	HNRNPA1P30		
ENSG00000227862	ENSG00000227862	HNRNPA1P31		
ENSG00000213778	ENSG00000213778	HNRNPA1P32		
ENSG00000213412	ENSG00000213412	HNRNPA1P33		
ENSG00000213049	ENSG00000213049	HNRNPA1P34		
ENSG00000225695	ENSG00000225695	HNRNPA1P35		
ENSG00000231942	ENSG00000231942	HNRNPA1P36		
ENSG00000218574	ENSG00000218574	HNRNPA1P37		
ENSG00000253605	ENSG00000253605	HNRNPA1P38		
ENSG00000237804	ENSG00000237804	HNRNPA1P39		
ENSG00000212961	ENSG00000212961	HNRNPA1P40		
ENSG00000220937	ENSG00000220937	HNRNPA1P41		
ENSG00000233615	ENSG00000233615	HNRNPA1P42		
ENSG00000214204	ENSG00000214204	HNRNPA1P43		
ENSG00000249271	ENSG00000249271	HNRNPA1P44		
ENSG00000259411	ENSG00000259411	HNRNPA1P45		
ENSG00000228020	ENSG00000228020	HNRNPA1P46		
ENSG00000236695	ENSG00000236695	HNRNPA1P47		
ENSG00000224578	ENSG00000224578	HNRNPA1P48		
ENSG00000233231	ENSG00000233231	HNRNPA1P49		
ENSG00000257195	ENSG00000257195	HNRNPA1P50		
ENSG00000234491	ENSG00000234491	HNRNPA1P51		
ENSG00000269119	ENSG00000269119	HNRNPA1P52		
ENSG00000229534	ENSG00000229534	HNRNPA1P53		
ENSG00000236539	ENSG00000236539	HNRNPA1P54		
ENSG00000249920	ENSG00000249920	HNRNPA1P55		
ENSG00000248640	ENSG00000248640	HNRNPA1P56		
ENSG00000237442	ENSG00000237442	HNRNPA1P57		
ENSG00000219582	ENSG00000219582	HNRNPA1P58		
ENSG00000230280	ENSG00000230280	HNRNPA1P59		
ENSG00000233497	ENSG00000233497	HNRNPA1P60		
ENSG00000187999	ENSG00000187999	HNRNPA1P61		
ENSG00000259228	ENSG00000259228	HNRNPA1P62		
ENSG00000227453	ENSG00000227453	HNRNPA1P63		
ENSG00000213559	ENSG00000213559	HNRNPA1P64		
ENSG00000248444	ENSG00000248444	HNRNPA1P65		
ENSG00000229221	ENSG00000229221	HNRNPA1P66		
ENSG00000270665	ENSG00000270665	HNRNPA1P67		
ENSG00000230946	ENSG00000230946	HNRNPA1P68		
ENSG00000257332	ENSG00000257332	HNRNPA1P69		
ENSG00000236946	ENSG00000236946	HNRNPA1P70		
ENSG00000259686	ENSG00000259686	HNRNPA1P71		
ENSG00000254713	ENSG00000254713	HNRNPA1P72		
ENSG00000236569	ENSG00000236569	HNRNPA1P73		
ENSG00000259550	ENSG00000259550	HNRNPA1P74		
		HNRNPA1P75		
ENSG00000255141	ENSG00000255141	HNRNPA1P76		
		HNRNPA1P77		
ENSG00000122566	ENSG00000122566	HNRNPA2B1	HNRPA2B1	
ENSG00000170144	ENSG00000170144	HNRNPA3	HNRPA3	
ENSG00000226790	ENSG00000226790	HNRNPA3P1	HNRPA3, HNRPA3P1	FBRNP, D10S102
ENSG00000227688	ENSG00000227688	HNRNPA3P2	HNRPA3P, HNRPA3P2	dJ977B1.2
ENSG00000214653	ENSG00000214653	HNRNPA3P3		
ENSG00000226068	ENSG00000226068	HNRNPA3P4		
ENSG00000236565	ENSG00000236565	HNRNPA3P5		
ENSG00000213300	ENSG00000213300	HNRNPA3P6		
ENSG00000253119	ENSG00000253119	HNRNPA3P7		
ENSG00000239699	ENSG00000239699	HNRNPA3P8		
ENSG00000270903	ENSG00000270903	HNRNPA3P9		
ENSG00000257851	ENSG00000257851	HNRNPA3P10		
ENSG00000260689	ENSG00000260689	HNRNPA3P11		
ENSG00000219102	ENSG00000219102	HNRNPA3P12		
ENSG00000250826	ENSG00000250826	HNRNPA3P13		
ENSG00000224494	ENSG00000224494	HNRNPA3P14		
ENSG00000225636	ENSG00000225636	HNRNPA3P15		
ENSG00000267233	ENSG00000267233	HNRNPA3P16		
ENSG00000197451	ENSG00000197451	HNRNPAB	HNRPAB	ABBP1, FLJ40338
ENSG00000255734	ENSG00000255734	HNRNPABP1		
ENSG00000092199	ENSG00000092199	HNRNPC	HNRPC	hnRNPC
ENSG00000179172	ENSG00000179172	HNRNPCL1	HNRPCL1	
ENSG00000275774	ENSG00000275774	HNRNPCL2	HNRNPCP5	
ENSG00000277058	ENSG00000277058	HNRNPCL3		
ENSG00000179412	ENSG00000179412	HNRNPCL4		
ENSG00000258900	ENSG00000258900	HNRNPCP1	HNRPCP	
ENSG00000204253	ENSG00000204253	HNRNPCP2		
ENSG00000259419	ENSG00000259419	HNRNPCP3		
ENSG00000263179	ENSG00000263179	HNRNPCP4		
ENSG00000213305	ENSG00000213305	HNRNPCP6		
ENSG00000228653	ENSG00000228653	HNRNPCP7		
ENSG00000254748	ENSG00000254748	HNRNPCP8		
ENSG00000232048	ENSG00000232048	HNRNPCP9		
ENSG00000215054	ENSG00000215054	HNRNPCP10		
ENSG00000138668	ENSG00000138668	HNRNPD	AUF1, HNRPD	
ENSG00000152795	ENSG00000152795	HNRNPDL	HNRPDL, LGMD1G	JKTBP, laAUF1
ENSG00000226307	ENSG00000226307	HNRNPDLP1		
ENSG00000234890	ENSG00000234890	HNRNPDLP2		
ENSG00000236185	ENSG00000236185	HNRNPDLP3		
ENSG00000270837	ENSG00000270837	HNRNPDLP4		
		HNRNPDLP5		
ENSG00000232794	ENSG00000232794	HNRNPDP1	HNRPDP, HNRNPDP	AUF1B, AUF1P
ENSG00000217811	ENSG00000217811	HNRNPDP2		
ENSG00000169813	ENSG00000169813	HNRNPF	HNRPF	
ENSG00000227538	ENSG00000227538	HNRNPFP1		
ENSG00000169045	ENSG00000169045	HNRNPH1	HNRPH1	hnRNPH
ENSG00000220305	ENSG00000220305	HNRNPH1P1		
ENSG00000213924	ENSG00000213924	HNRNPH1P2		
ENSG00000248854	ENSG00000248854	HNRNPH1P3		
ENSG00000126945	ENSG00000126945	HNRNPH2	HNRPH2	hnRNPH', FTP3, HNRPH'
ENSG00000096746	ENSG00000096746	HNRNPH3	HNRPH3	2H9
ENSG00000230247	ENSG00000230247	HNRNPH3P1		
ENSG00000165119	ENSG00000165119	HNRNPK	HNRPK	CSBP, TUNP
ENSG00000250859	ENSG00000250859	HNRNPKP1		
ENSG00000227347	ENSG00000227347	HNRNPKP2		
ENSG00000251557		HNRNPKP3		
ENSG00000243547	ENSG00000243547	HNRNPKP4		
ENSG00000250662	ENSG00000250662	HNRNPKP5		
ENSG00000104824	ENSG00000104824	HNRNPL	HNRPL	
ENSG00000143889	ENSG00000143889	HNRNPLL	HNRPLL	
ENSG00000233503	ENSG00000233503	HNRNPLP1		
ENSG00000259917	ENSG00000259917	HNRNPLP2		
ENSG00000099783	ENSG00000099783	HNRNPM	NAGR1, HNRPM	HTGR1, HNRNPM4, HNRPM4, CEAR
ENSG00000259335	ENSG00000259335	HNRNPMP1		
ENSG00000269576	ENSG00000269576	HNRNPMP2		
ENSG00000125944	ENSG00000125944	HNRNPR	HNRPR	hnRNP-R
ENSG00000223984	ENSG00000223984	HNRNPRP1		
ENSG00000255047	ENSG00000255047	HNRNPRP2		
		HNRNPRP3		
ENSG00000153187	ENSG00000153187	HNRNPU	HNRPU, HNRNPU-AS1, C1orf199, NCRNA00201	SAF-A, hnRNPU, FLJ37978, FLJ30202
		HNRNPU-AS1	C1orf199, NCRNA00201	FLJ37978, FLJ30202
ENSG00000105323	ENSG00000105323	HNRNPUL1	HNRPUL1	E1B-AP5, E1BAP5, FLJ12944
ENSG00000214753	ENSG00000214753	HNRNPUL2	HNRPUL2	DKFZp762N1910
ENSG00000234857	ENSG00000234857	HNRNPUL2-BSCL2		
ENSG00000259051	ENSG00000259051	HNRNPUP1	HNRPUP	
		HNRPG		
		HOAC		ULG4
ENSG00000241935	ENSG00000241935	HOGA1	C10orf65, DHDPSL	FLJ37472, DHDPS2, NPL2
		HOKPP		
ENSG00000152413	ENSG00000152413	HOMER1		Ves-1, SYN47, HOMER-1B
ENSG00000103942	ENSG00000103942	HOMER2		CPD, Cupidin, Vesl-2, HOMER-2B, HOMER-2, HOMER-2A, DFNA68
ENSG00000228966	ENSG00000228966	HOMER2P1		
ENSG00000238275	ENSG00000238275	HOMER2P2		
ENSG00000051128	ENSG00000051128	HOMER3		HOMER-3
ENSG00000269019	ENSG00000269019	HOMER3-AS1		
ENSG00000215271		HOMEZ	KIAA1443	
		HOMG	HSH	
		HOMG2		
ENSG00000134709	ENSG00000134709	HOOK1		HK1
ENSG00000095066	ENSG00000095066	HOOK2		HK2
ENSG00000168172	ENSG00000168172	HOOK3		HK3
		HOPS		
ENSG00000171476	ENSG00000171476	HOPX		LAGY, HOP, OB1, NECC1, SMAP31
ENSG00000143452	ENSG00000143452	HORMAD1		DKFZP434A1315, CT46
ENSG00000176635	ENSG00000176635	HORMAD2		MGC26710, CT46.2
ENSG00000227117	ENSG00000227117	HORMAD2-AS1		MTMR3-AS1, NONHSAG033653
		HOS		
ENSG00000228630	ENSG00000228630	HOTAIR		HOXC-AS4, HOXC11-AS1, NCRNA00072
ENSG00000233429	ENSG00000233429	HOTAIRM1		HOXA-AS1, NCRNA00179, HOXA1-AS1
ENSG00000243766	ENSG00000243766	HOTTIP	NCRNA00213	HOXA-AS6, RP1-170O19.3, HOXA13-AS1
		HOX1A		
		HOX1B		
		HOX1C		
		HOX1D		
		HOX1E		
		HOX1F		
		HOX1G		
		HOX1H		
		HOX1I		
		HOX1J		
		HOX2@		
		HOX2A		
		HOX2B		
		HOX2C		
		HOX2D		
		HOX2E		
		HOX2F		
		HOX2G		
		HOX2H		
		HOX2I		
		HOX3@		
		HOX3A		
		HOX3B		
		HOX3C		
		HOX3D		
		HOX3E		
		HOX3F		
		HOX3G		
		HOX3H		
		HOX4@		
		HOX4A		
		HOX4B		
		HOX4C		
		HOX4D		
		HOX4E		
		HOX4F		
		HOX4G		
		HOX4H		
		HOX4I		
		HOX7		
		HOX10		
ENSG00000253552	ENSG00000253552	HOXA-AS2		HOXA3as
ENSG00000254369	ENSG00000254369	HOXA-AS3		HOXA6as
		HOXA@	HOX1@	
ENSG00000105991	ENSG00000105991	HOXA1	HOX1F, HOX1	
ENSG00000105996	ENSG00000105996	HOXA2	HOX1K	
ENSG00000105997	ENSG00000105997	HOXA3	HOX1E, HOX1	
ENSG00000197576	ENSG00000197576	HOXA4	HOX1D, HOX1	
ENSG00000106004	ENSG00000106004	HOXA5	HOX1C, HOX1	
ENSG00000106006	ENSG00000106006	HOXA6	HOX1B, HOX1	
ENSG00000122592	ENSG00000122592	HOXA7	HOX1A, HOX1	
ENSG00000078399	ENSG00000078399	HOXA9	HOX1G, HOX1	
ENSG00000253293	ENSG00000253293	HOXA10	HOX1H, HOX1	
ENSG00000253187	ENSG00000253187	HOXA10-AS	HOXA-AS4	
ENSG00000005073	ENSG00000005073	HOXA11	HOX1I, HOX1	
